Symbol,Date,Open,High,Low,Close,Volume
META,2021-02-25,260.69,265.3,252.48,253.13,19053100
META,2021-02-26,254.9,263.92,254.9,256.04,26619500
META,2021-03-01,259.22,265.02,256.32,263.29,22157300
META,2021-03-02,264.15,265.08,257.07,257.41,15191700
META,2021-03-03,258.7,259.39,253.54,253.85,15513500
META,2021-03-04,254.9,264.86,251.95,256.06,31626500
META,2021-03-05,259.07,263.82,254.04,262.66,26820100
META,2021-03-08,263.92,263.95,253.49,253.75,18391800
META,2021-03-09,259.58,266.88,258.22,264.11,22039700
META,2021-03-10,266.99,267.32,261.26,263.28,14210300
META,2021-03-11,266.47,276.2,266.18,272.2,21834000
META,2021-03-12,267.49,268.09,262.4,266.76,20600200
META,2021-03-15,267.43,274.27,266.85,272.07,16844800
META,2021-03-16,274.39,280.41,273.12,277.57,22437700
META,2021-03-17,274.02,284.48,273.72,282.27,21315000
META,2021-03-18,278.16,283.44,276.58,276.91,18728300
META,2021-03-19,279.5,291.01,279.48,288.33,38930500
META,2021-03-22,288.67,297.87,284.99,291.74,28273100
META,2021-03-23,291.35,296.17,288.03,288.85,23000900
META,2021-03-24,289.22,289.93,279.44,280.41,18675000
META,2021-03-25,279.26,286.3,276.05,277.03,24505600
META,2021-03-26,276.59,282.76,276.07,281.29,17629200
META,2021-03-29,284.02,291.38,282.96,289.04,21718800
META,2021-03-30,288.05,290.68,284.94,286.24,17474500
META,2021-03-31,288.21,294.68,286.84,292.73,19498200
META,2021-04-01,296.57,300.55,294.78,296.83,17616000
META,2021-04-05,299.05,308.87,298.84,307.02,28237000
META,2021-04-06,306.95,309.44,303.38,304.38,17335200
META,2021-04-07,304.46,312.32,303.63,311.17,22855200
META,2021-04-08,312.92,313.94,308.15,311.1,20894100
META,2021-04-09,309.49,312.81,308.43,310.55,15988600
META,2021-04-12,309.14,310.24,306.04,309.63,10881900
META,2021-04-13,310.3,312.5,307.42,307.86,14036900
META,2021-04-14,305.42,306.14,300.1,300.96,17421400
META,2021-04-15,304.46,308.24,302.24,305.93,14558300
META,2021-04-16,306.28,307.06,302.74,304.3,13059200
META,2021-04-19,303.14,305.81,298.72,300.39,14553500
META,2021-04-20,300.14,303.23,295.39,300.8,16796400
META,2021-04-21,300.1,300.13,295.57,299.62,14863500
META,2021-04-22,299.48,301.06,294.23,294.7,16375400
META,2021-04-23,296.93,300.74,295.33,299.29,17536800
META,2021-04-26,301.48,303.93,299.71,301.18,16172600
META,2021-04-27,302.42,303.47,299.27,301.71,15309300
META,2021-04-28,305.48,309.02,303.5,305.22,33907200
META,2021-04-29,328.1,329.78,319.64,327.49,56526800
META,2021-04-30,324.14,327.8,322.51,323.09,26332400
META,2021-05-03,324.17,326.54,319.87,320.6,18719500
META,2021-05-04,318.06,320.22,311.2,316.41,24032600
META,2021-05-05,316.24,319.09,312.56,313.09,15577600
META,2021-05-06,312.59,318.28,311.35,318.06,19012200
META,2021-05-07,320.4,320.96,316.8,317.12,15916700
META,2021-05-10,312.42,312.65,302.96,304.1,24239200
META,2021-05-11,298.91,304.96,297.85,304.65,18920100
META,2021-05-12,299.29,303.09,296.36,300.7,24645500
META,2021-05-13,304.2,306.97,300.91,303.39,18079200
META,2021-05-14,307.64,314.91,307.19,314.0,19245700
META,2021-05-17,311.63,313.75,309.67,313.53,15401300
META,2021-05-18,313.66,314.56,307.91,308.06,14522400
META,2021-05-19,302.33,312.73,301.71,311.67,19106200
META,2021-05-20,311.66,317.29,311.24,316.66,17320200
META,2021-05-21,317.33,317.97,313.88,314.29,13600900
META,2021-05-24,316.26,323.95,316.08,322.64,16445400
META,2021-05-25,325.08,327.16,322.81,325.78,16437000
META,2021-05-26,326.34,327.81,323.82,325.65,9686900
META,2021-05-27,325.99,331.73,324.76,330.71,20477700
META,2021-05-28,328.97,330.83,326.32,326.72,12037400
META,2021-06-01,328.13,329.39,324.64,327.11,11765900
META,2021-06-02,328.36,329.84,325.12,327.13,11654300
META,2021-06-03,323.78,325.37,321.5,324.04,12610800
META,2021-06-04,323.9,330.42,323.19,328.33,13289400
META,2021-06-07,327.46,335.62,326.91,334.52,20136700
META,2021-06-08,334.64,336.23,330.2,331.64,14580500
META,2021-06-09,333.68,334.74,327.98,328.23,13727900
META,2021-06-10,328.76,331.89,326.54,330.42,13240200
META,2021-06-11,330.54,330.79,326.91,329.23,13587900
META,2021-06-14,329.87,334.76,327.79,334.71,12250800
META,2021-06-15,334.93,337.84,332.98,334.69,15795200
META,2021-06-16,334.64,335.48,326.71,329.05,17232200
META,2021-06-17,328.47,335.91,328.13,334.45,17794100
META,2021-06-18,332.48,334.09,326.98,327.64,23039500
META,2021-06-21,329.06,330.88,325.64,330.25,11337500
META,2021-06-22,330.65,337.84,330.56,336.95,15345300
META,2021-06-23,337.27,341.32,336.13,338.5,14817800
META,2021-06-24,339.76,342.79,339.7,341.08,12329100
META,2021-06-25,340.49,342.01,337.6,339.28,14594400
META,2021-06-28,340.36,355.95,339.68,353.46,29156100
META,2021-06-29,354.09,354.55,346.91,349.73,21417300
META,2021-06-30,350.01,350.76,345.04,345.58,15107500
META,2021-07-01,344.7,352.5,344.38,352.22,17137000
META,2021-07-02,352.92,354.26,350.46,352.53,11521300
META,2021-07-06,354.32,356.59,347.04,350.62,13488500
META,2021-07-07,353.08,354.31,347.86,348.34,14218900
META,2021-07-08,343.61,346.2,340.46,343.53,14406500
META,2021-07-09,343.2,348.56,343.15,348.27,13018700
META,2021-07-12,349.08,352.02,347.5,351.0,10018600
META,2021-07-13,349.35,356.29,346.66,349.93,11456000
META,2021-07-14,352.39,353.02,344.61,345.5,13894200
META,2021-07-15,347.09,347.09,338.14,342.35,14781600
META,2021-07-16,342.8,343.87,338.06,339.07,11026100
META,2021-07-19,335.5,337.71,332.49,334.89,14372300
META,2021-07-20,336.72,341.35,332.45,339.57,11024300
META,2021-07-21,339.41,344.4,339.16,344.11,9279700
META,2021-07-22,344.56,349.39,343.09,349.04,12385400
META,2021-07-23,358.7,373.03,355.0,367.52,33694300
META,2021-07-26,367.32,372.15,365.96,370.18,14925200
META,2021-07-27,369.63,370.86,362.32,365.56,15705400
META,2021-07-28,372.27,375.24,364.68,370.99,29676900
META,2021-07-29,358.79,363.28,354.55,356.12,33413200
META,2021-07-30,351.83,358.52,350.78,354.12,15976200
META,2021-08-02,355.91,357.2,348.59,349.79,13180400
META,2021-08-03,350.57,351.6,345.57,349.09,12406100
META,2021-08-04,350.26,358.27,349.36,356.72,14180600
META,2021-08-05,357.44,361.67,354.71,360.75,10247200
META,2021-08-06,359.19,362.91,359.19,361.28,8925000
META,2021-08-09,361.53,363.54,358.54,359.39,7798900
META,2021-08-10,359.61,361.87,356.84,358.92,7469900
META,2021-08-11,359.88,360.14,355.62,357.75,8400300
META,2021-08-12,356.25,360.78,354.92,360.43,7170700
META,2021-08-13,360.75,362.43,359.27,360.95,7195700
META,2021-08-16,360.3,364.7,355.19,364.31,11222100
META,2021-08-17,360.76,362.44,352.89,356.25,12328700
META,2021-08-18,354.07,357.66,352.97,353.27,10042400
META,2021-08-19,349.2,355.38,348.85,352.94,12004500
META,2021-08-20,352.43,357.78,351.15,357.17,8697700
META,2021-08-23,357.24,363.45,356.9,361.12,10942000
META,2021-08-24,361.43,365.71,359.62,363.27,9235100
META,2021-08-25,363.36,368.59,363.16,366.13,9684500
META,2021-08-26,366.12,367.18,361.9,362.15,7888700
META,2021-08-27,362.86,371.45,361.85,370.35,11219100
META,2021-08-30,370.28,379.15,368.25,378.33,13547300
META,2021-08-31,377.62,380.41,376.48,377.06,12345400
META,2021-09-01,377.26,381.98,376.49,379.71,11567200
META,2021-09-02,379.16,379.41,371.77,372.98,14832900
META,2021-09-03,372.45,374.85,370.82,373.95,7509600
META,2021-09-07,373.58,380.61,370.86,379.84,10793800
META,2021-09-08,377.83,378.54,372.49,375.26,11067200
META,2021-09-09,375.33,377.5,374.26,375.68,9098900
META,2021-09-10,379.02,381.44,375.94,376.37,11549600
META,2021-09-13,379.34,379.41,372.06,374.2,13026300
META,2021-09-14,375.09,376.27,372.81,374.22,8711600
META,2021-09-15,374.69,375.25,365.42,371.63,17940300
META,2021-09-16,370.51,371.27,367.44,370.77,11934200
META,2021-09-17,369.13,369.13,359.37,362.49,26299000
META,2021-09-20,357.1,358.82,347.66,353.52,19822800
META,2021-09-21,356.3,357.83,353.01,355.29,11751900
META,2021-09-22,345.1,347.7,338.6,341.11,43692900
META,2021-09-23,343.24,347.53,340.9,343.84,21806300
META,2021-09-24,341.14,352.18,340.27,350.8,18801900
META,2021-09-27,347.67,352.97,344.95,351.41,15205800
META,2021-09-28,345.84,347.46,336.84,338.56,21710300
META,2021-09-29,341.05,343.11,336.8,337.53,14452200
META,2021-09-30,338.36,340.7,336.08,337.31,16547100
META,2021-10-01,339.52,342.91,336.57,340.91,14905300
META,2021-10-04,333.47,333.88,320.72,324.23,42885000
META,2021-10-05,326.57,333.13,324.16,330.92,35377900
META,2021-10-06,327.72,332.33,323.8,331.6,26443000
META,2021-10-07,334.94,336.76,326.96,327.2,28307500
META,2021-10-08,329.48,331.36,326.7,328.03,15946100
META,2021-10-11,325.62,328.44,323.32,323.46,14708200
META,2021-10-12,321.05,322.39,315.43,321.79,31658700
META,2021-10-13,324.97,325.0,320.68,322.55,14761500
META,2021-10-14,326.35,328.49,325.1,326.52,14302200
META,2021-10-15,326.67,327.05,320.53,322.77,21596400
META,2021-10-18,326.93,333.83,325.49,333.29,21585000
META,2021-10-19,337.57,340.36,335.21,337.91,18786300
META,2021-10-20,341.35,341.87,337.37,338.69,13639500
META,2021-10-21,338.2,340.21,335.73,339.79,16354400
META,2021-10-22,324.35,327.61,319.14,322.62,35224500
META,2021-10-25,318.34,327.54,317.76,326.68,38409000
META,2021-10-26,326.25,328.19,307.7,313.88,65654000
META,2021-10-27,312.26,317.29,310.15,310.31,29971800
META,2021-10-28,311.07,323.53,306.22,314.98,50806800
META,2021-10-29,318.23,324.0,317.64,321.59,37059400
META,2021-11-01,324.04,331.41,324.0,327.96,31518900
META,2021-11-02,329.35,332.74,321.82,326.07,28353000
META,2021-11-03,325.48,330.11,321.22,329.59,20786500
META,2021-11-04,331.96,335.2,330.61,333.79,22495300
META,2021-11-05,338.22,344.67,337.56,339.04,26872800
META,2021-11-08,342.31,342.68,336.27,336.55,18342500
META,2021-11-09,337.92,339.22,332.42,333.32,17556700
META,2021-11-10,330.45,331.15,323.52,325.63,21872600
META,2021-11-11,327.8,330.42,325.0,325.73,12376600
META,2021-11-12,328.16,339.77,327.76,338.8,25414300
META,2021-11-15,342.23,351.48,341.1,345.43,25076600
META,2021-11-16,341.72,344.53,338.78,340.86,18181100
META,2021-11-17,342.13,345.17,338.02,338.68,13602800
META,2021-11-18,337.64,340.36,333.25,336.61,17487200
META,2021-11-19,340.1,349.94,337.82,343.18,26488500
META,2021-11-22,346.91,351.66,338.42,338.92,27116800
META,2021-11-23,336.85,339.31,331.46,335.18,17225000
META,2021-11-24,333.94,339.69,330.77,338.97,13566200
META,2021-11-26,333.74,335.68,329.87,331.08,14750700
META,2021-11-29,334.83,338.58,333.26,335.96,16650900
META,2021-11-30,332.95,333.75,321.45,322.47,25390000
META,2021-12-01,328.27,328.48,308.39,308.7,30329600
META,2021-12-02,309.49,312.67,305.32,308.49,24396200
META,2021-12-03,311.81,311.83,297.67,304.96,27471000
META,2021-12-06,306.24,318.14,304.46,315.92,21758300
META,2021-12-07,319.6,324.54,319.03,320.83,18794000
META,2021-12-08,323.01,330.71,321.09,328.53,19937700
META,2021-12-09,327.52,334.07,325.99,327.8,16879200
META,2021-12-10,330.52,332.98,324.37,327.73,14528000
META,2021-12-13,328.92,339.0,327.57,332.44,22948700
META,2021-12-14,326.04,333.64,325.64,331.7,20461000
META,2021-12-15,330.45,340.01,322.0,339.57,24681300
META,2021-12-16,336.9,342.35,331.7,332.85,22635000
META,2021-12-17,330.76,335.04,328.72,331.74,40012600
META,2021-12-20,327.76,327.88,320.55,323.46,17901800
META,2021-12-21,324.41,333.94,321.77,332.15,16116800
META,2021-12-22,331.75,332.46,326.25,328.43,16764600
META,2021-12-23,328.08,334.61,326.35,333.19,13987700
META,2021-12-27,336.77,345.74,335.94,344.06,17795000
META,2021-12-28,344.51,350.55,343.08,344.1,16637600
META,2021-12-29,344.78,347.55,339.55,340.84,10747000
META,2021-12-30,341.89,345.1,341.12,342.25,10593300
META,2021-12-31,340.92,341.34,334.21,334.29,12870500
META,2022-01-03,336.23,338.99,335.12,336.47,14537900
META,2022-01-04,337.87,340.99,329.84,334.47,15998000
META,2022-01-05,330.98,333.7,321.86,322.18,20564500
META,2022-01-06,320.84,337.09,320.74,330.42,27962800
META,2022-01-07,330.7,334.94,326.87,329.76,14722000
META,2022-01-10,323.32,326.33,313.5,326.06,24942400
META,2022-01-11,324.78,332.58,323.29,332.32,16226800
META,2022-01-12,333.13,334.31,328.01,331.22,14104900
META,2022-01-13,332.93,333.57,323.76,324.48,14797100
META,2022-01-14,319.82,330.69,319.24,329.87,16868500
META,2022-01-18,321.31,322.22,315.69,316.2,22645600
META,2022-01-19,317.62,325.1,317.37,317.63,20814700
META,2022-01-20,321.92,325.81,314.04,314.62,16925000
META,2022-01-21,312.88,316.36,301.18,301.31,28710700
META,2022-01-24,296.02,307.63,287.24,306.82,38878100
META,2022-01-25,298.11,304.35,295.76,298.31,25108500
META,2022-01-26,305.13,305.63,289.07,292.82,28348800
META,2022-01-27,295.93,299.86,292.46,292.83,21629900
META,2022-01-28,293.81,300.05,291.23,299.86,21871600
META,2022-01-31,298.84,311.87,297.49,311.34,21579500
META,2022-02-01,312.63,317.7,310.21,317.05,18023800
META,2022-02-02,325.81,325.99,314.93,321.02,58458300
META,2022-02-03,243.15,246.48,234.31,236.3,188119900
META,2022-02-04,233.53,241.12,228.7,235.64,89342200
META,2022-02-07,236.24,236.84,222.64,223.53,88613800
META,2022-02-08,219.5,224.39,214.83,218.83,94729700
META,2022-02-09,222.83,231.94,220.85,230.58,86563300
META,2022-02-10,226.87,233.56,225.31,226.67,49310400
META,2022-02-11,227.06,229.01,217.43,218.2,46156900
META,2022-02-14,217.97,219.65,213.46,216.37,38184000
META,2022-02-15,219.12,219.8,213.74,219.65,42685500
META,2022-02-16,211.11,216.13,211.06,215.21,45817500
META,2022-02-17,212.71,216.17,205.89,206.44,38747500
META,2022-02-18,208.11,209.46,203.92,204.9,37128400
META,2022-02-22,201.1,206.21,198.83,200.84,39852400
META,2022-02-23,202.91,205.67,196.84,197.23,44481400
META,2022-02-24,189.89,207.07,189.05,206.33,49957200
META,2022-02-25,203.68,210.03,201.94,209.19,37627600
META,2022-02-28,206.41,211.84,205.56,209.74,34239800
META,2022-03-01,208.58,210.45,200.98,202.24,27094900
META,2022-03-02,203.53,207.87,200.78,206.83,29452100
META,2022-03-03,207.74,207.8,200.19,201.73,27263500
META,2022-03-04,201.13,204.63,197.57,198.83,32130900
META,2022-03-07,199.56,199.66,186.13,186.32,38560600
META,2022-03-08,186.7,195.49,184.97,189.12,37508100
META,2022-03-09,194.54,197.88,192.73,197.28,31894700
META,2022-03-10,193.65,195.08,189.9,194.01,24853000
META,2022-03-11,191.46,192.37,185.53,186.46,34694500
META,2022-03-14,185.88,191.11,184.68,185.49,31010500
META,2022-03-15,189.63,191.1,184.77,190.85,31721700
META,2022-03-16,193.51,202.48,193.33,202.38,40640300
META,2022-03-17,200.46,206.77,199.88,206.57,29499700
META,2022-03-18,205.43,215.47,204.74,215.16,52128000
META,2022-03-21,213.19,213.39,206.36,210.19,30142300
META,2022-03-22,210.07,218.12,208.89,215.32,31998800
META,2022-03-23,212.02,215.47,210.86,212.15,23717300
META,2022-03-24,213.68,219.32,213.47,218.22,31502300
META,2022-03-25,219.16,224.12,217.55,220.46,40039000
META,2022-03-28,220.77,222.67,218.19,222.22,26224100
META,2022-03-29,224.68,229.48,223.91,228.45,31417900
META,2022-03-30,227.51,229.73,225.32,226.45,25588000
META,2022-03-31,227.05,227.09,220.9,221.0,24192300
META,2022-04-01,223.17,225.89,221.34,223.47,19544800
META,2022-04-04,224.6,232.91,224.48,232.46,28054800
META,2022-04-05,232.65,235.41,229.6,230.42,29727200
META,2022-04-06,225.52,227.59,220.05,221.93,28995100
META,2022-04-07,222.56,224.14,217.22,221.58,21037200
META,2022-04-08,221.02,223.75,218.68,220.97,18375700
META,2022-04-11,217.08,219.26,213.9,215.13,20516600
META,2022-04-12,218.89,220.67,211.82,212.83,20128800
META,2022-04-13,210.52,215.28,210.04,213.67,19231800
META,2022-04-14,213.57,213.67,208.71,208.89,18379500
META,2022-04-18,208.71,212.07,207.02,209.48,16580800
META,2022-04-19,209.23,217.09,207.72,215.98,20089900
META,2022-04-20,212.3,212.85,197.7,199.19,43036500
META,2022-04-21,200.36,201.73,184.44,186.92,49954100
META,2022-04-22,189.2,191.54,182.15,182.98,36426800
META,2022-04-25,181.61,186.03,180.55,185.84,29281100
META,2022-04-26,185.49,186.04,178.4,179.84,31747400
META,2022-04-27,173.36,180.1,167.96,173.88,71062900
META,2022-04-28,201.68,207.25,191.72,204.47,100890600
META,2022-04-29,203.21,211.18,198.68,199.24,49193400
META,2022-05-02,199.94,210.58,199.76,209.84,49915300
META,2022-05-03,209.16,213.58,206.82,210.73,41556300
META,2022-05-04,209.36,222.93,205.69,222.04,41375900
META,2022-05-05,217.4,218.82,204.9,207.0,41129200
META,2022-05-06,206.07,208.1,199.79,202.52,34747200
META,2022-05-09,198.62,201.33,194.38,195.01,36303200
META,2022-05-10,198.29,201.72,193.0,196.44,34452500
META,2022-05-11,195.13,199.44,187.12,187.58,31153400
META,2022-05-12,185.91,196.84,183.65,190.07,38262200
META,2022-05-13,191.4,198.67,190.11,197.4,24549800
META,2022-05-16,195.84,204.11,194.73,198.81,27112600
META,2022-05-17,200.88,204.2,197.14,201.38,24872700
META,2022-05-18,198.77,199.77,190.46,191.06,23960000
META,2022-05-19,190.03,194.09,188.44,190.12,24446900
META,2022-05-20,193.78,196.7,186.72,192.35,31465600
META,2022-05-23,193.99,195.78,190.07,195.03,25059200
META,2022-05-24,179.44,182.55,175.03,180.17,50406300
META,2022-05-25,179.29,184.31,178.22,182.7,28030200
META,2022-05-26,181.76,191.65,181.14,190.46,23056500
META,2022-05-27,190.19,194.13,188.64,193.93,22562700
META,2022-05-31,193.7,196.39,190.83,192.45,26131100
META,2022-06-01,195.31,198.31,183.87,187.48,36623500
META,2022-06-02,187.3,199.71,186.58,197.64,31951600
META,2022-06-03,194.78,195.41,188.62,189.61,19465000
META,2022-06-06,192.8,195.71,187.25,193.06,30574200
META,2022-06-07,190.75,195.33,190.32,194.45,18828700
META,2022-06-08,193.48,200.79,193.22,195.44,22267200
META,2022-06-09,193.09,198.23,182.55,182.87,23501600
META,2022-06-10,181.92,181.98,173.95,174.49,27450800
META,2022-06-13,169.54,171.52,163.02,163.25,31749300
META,2022-06-14,165.01,165.73,160.37,162.73,27244300
META,2022-06-15,166.18,171.11,162.98,168.31,30008300
META,2022-06-16,162.72,164.07,158.63,159.88,26944100
META,2022-06-17,160.69,164.88,158.92,162.74,31374200
META,2022-06-21,164.91,166.73,155.01,156.09,50724900
META,2022-06-22,157.41,159.8,154.49,154.9,47267800
META,2022-06-23,155.31,158.77,153.3,157.78,40499200
META,2022-06-24,160.74,169.21,160.31,169.12,68736000
META,2022-06-27,170.27,170.7,166.98,168.45,29174600
META,2022-06-28,168.86,170.25,159.63,159.7,27744500
META,2022-06-29,162.57,165.31,159.34,162.94,28595200
META,2022-06-30,161.16,164.22,157.52,160.26,35250600
META,2022-07-01,159.33,159.64,154.05,159.05,31423900
META,2022-07-05,157.17,167.22,156.06,167.16,28618600
META,2022-07-06,167.17,170.54,164.45,168.73,23085900
META,2022-07-07,168.41,171.66,166.75,171.14,24083400
META,2022-07-08,168.94,171.34,167.12,169.83,19249200
META,2022-07-11,166.05,166.46,160.92,161.88,21885600
META,2022-07-12,163.79,164.89,161.11,162.27,16639700
META,2022-07-13,159.18,163.97,158.63,162.49,16555100
META,2022-07-14,160.23,161.59,156.32,157.08,23765200
META,2022-07-15,159.56,163.97,158.84,163.69,23342800
META,2022-07-18,165.73,170.64,164.63,166.21,23574300
META,2022-07-19,169.33,175.41,168.47,174.7,25933700
META,2022-07-20,176.4,182.48,175.62,181.97,24784300
META,2022-07-21,179.52,182.72,177.77,182.05,27195800
META,2022-07-22,172.01,174.52,167.38,168.23,42583900
META,2022-07-25,167.96,169.52,163.8,165.63,26166300
META,2022-07-26,164.92,164.98,156.98,158.17,28468400
META,2022-07-27,161.59,169.82,161.03,168.54,43846600
META,2022-07-28,160.07,160.52,153.9,159.74,73214300
META,2022-07-29,156.72,159.16,154.22,158.13,42065400
META,2022-08-01,156.29,164.18,154.28,158.95,40596700
META,2022-08-02,157.34,161.25,157.04,159.21,27374500
META,2022-08-03,161.69,168.5,160.58,167.77,31721900
META,2022-08-04,167.27,171.1,165.78,169.52,23938200
META,2022-08-05,165.97,170.56,164.78,166.09,25832700
META,2022-08-08,166.97,176.42,166.11,169.21,27299100
META,2022-08-09,167.91,168.49,165.58,167.5,18655100
META,2022-08-10,174.91,179.37,172.88,177.25,30262100
META,2022-08-11,178.61,181.98,175.29,176.4,24079100
META,2022-08-12,179.7,180.35,177.81,179.39,21274000
META,2022-08-15,177.86,180.33,177.11,179.78,15878700
META,2022-08-16,178.34,179.88,175.96,178.37,21156700
META,2022-08-17,175.68,177.05,173.1,173.78,20118100
META,2022-08-18,173.27,174.68,170.81,173.59,18844500
META,2022-08-19,169.16,171.26,166.03,166.93,26240800
META,2022-08-22,164.48,164.48,161.27,162.05,19499700
META,2022-08-23,161.48,164.04,159.72,160.12,18111800
META,2022-08-24,159.62,164.45,158.79,162.26,20891500
META,2022-08-25,164.17,167.85,163.02,167.75,15550500
META,2022-08-26,167.45,169.87,160.68,160.79,24023600
META,2022-08-29,159.68,162.05,158.04,158.19,20052700
META,2022-08-30,159.37,160.67,154.95,156.2,19567900
META,2022-08-31,166.05,166.81,161.15,161.93,40953000
META,2022-09-01,162.58,166.33,159.37,164.35,30145700
META,2022-09-02,166.42,166.9,158.24,159.34,22634200
META,2022-09-06,159.12,160.7,156.72,157.57,19339800
META,2022-09-07,156.79,159.97,155.85,159.41,16831200
META,2022-09-08,157.74,161.24,156.77,161.07,22530800
META,2022-09-09,162.25,168.5,162.02,168.11,22086800
META,2022-09-12,166.36,170.34,166.26,167.92,23220400
META,2022-09-13,160.55,160.64,151.73,152.19,44444100
META,2022-09-14,152.39,152.6,148.14,150.54,43064200
META,2022-09-15,148.88,153.26,147.79,148.63,34606300
META,2022-09-16,147.14,147.67,143.41,145.39,40122800
META,2022-09-19,144.35,147.67,144.21,147.11,22169500
META,2022-09-20,144.89,147.93,144.33,145.19,23217400
META,2022-09-21,145.49,148.68,141.13,141.25,38338600
META,2022-09-22,140.68,143.69,140.01,141.94,34418500
META,2022-09-23,140.55,141.75,138.04,139.55,31710700
META,2022-09-26,139.26,141.37,135.36,135.53,30497000
META,2022-09-27,137.07,138.57,133.3,133.58,30826500
META,2022-09-28,133.8,141.16,133.45,140.74,32658500
META,2022-09-29,138.51,138.98,134.37,135.57,38985400
META,2022-09-30,135.22,140.13,134.67,134.85,33166400
META,2022-10-03,136.3,138.76,135.27,137.76,27723100
META,2022-10-04,139.63,141.52,138.49,139.42,34670700
META,2022-10-05,137.39,139.35,133.95,138.13,27979300
META,2022-10-06,136.88,140.58,135.76,138.22,36231100
META,2022-10-07,135.92,137.44,131.63,132.63,33214800
META,2022-10-10,132.73,135.28,131.06,132.97,24024000
META,2022-10-11,130.81,131.85,126.21,127.75,38481400
META,2022-10-12,127.53,128.88,125.48,126.72,34605200
META,2022-10-13,122.77,130.34,121.78,129.49,34325700
META,2022-10-14,130.2,130.98,125.74,125.98,23559400
META,2022-10-17,129.5,133.96,129.38,133.22,29612200
META,2022-10-18,136.25,137.0,130.59,131.99,25445000
META,2022-10-19,132.08,136.16,131.41,132.41,30691000
META,2022-10-20,132.12,135.93,130.51,130.72,26356300
META,2022-10-21,125.54,129.32,124.67,129.21,46348600
META,2022-10-24,126.47,132.66,123.81,128.93,63563400
META,2022-10-25,130.08,137.5,129.79,136.67,38433200
META,2022-10-26,130.87,134.72,127.74,129.02,82791500
META,2022-10-27,97.38,101.87,95.79,97.34,232316600
META,2022-10-28,98.97,100.23,96.91,98.59,95928300
META,2022-10-31,97.62,98.71,92.03,92.59,121361400
META,2022-11-01,93.75,96.89,92.98,94.62,110189600
META,2022-11-02,93.63,94.62,89.93,89.99,71821100
META,2022-11-03,89.53,89.91,87.87,88.37,60664000
META,2022-11-04,89.8,90.83,87.55,90.23,55638100
META,2022-11-07,94.2,96.29,92.53,96.13,81987300
META,2022-11-08,95.33,97.2,94.21,95.88,52088300
META,2022-11-09,101.1,104.26,100.12,100.85,107677300
META,2022-11-10,106.46,112.06,103.97,111.18,80671000
META,2022-11-11,108.56,114.2,108.14,112.33,59961700
META,2022-11-14,110.31,115.56,110.12,113.52,53395000
META,2022-11-15,115.36,118.01,113.71,116.36,50670500
META,2022-11-16,113.8,115.37,111.97,112.54,33287800
META,2022-11-17,109.73,111.64,109.13,110.77,35093800
META,2022-11-18,113.1,113.62,109.94,111.36,33357700
META,2022-11-21,110.84,111.68,108.52,109.19,24351100
META,2022-11-22,109.19,110.94,107.66,110.76,29029000
META,2022-11-23,111.04,111.98,110.05,111.55,21343100
META,2022-11-25,110.62,112.04,110.34,110.73,12007600
META,2022-11-28,110.1,111.35,107.72,108.11,23309400
META,2022-11-29,108.87,110.26,107.87,108.79,23899200
META,2022-11-30,108.84,117.44,108.71,117.38,43348600
META,2022-12-01,118.47,120.46,117.67,119.7,36551400
META,2022-12-02,117.11,123.28,116.89,122.73,39950500
META,2022-12-05,121.0,123.91,120.61,121.68,35474900
META,2022-12-06,119.18,119.81,113.04,113.42,43689200
META,2022-12-07,113.06,115.17,112.19,113.23,29461100
META,2022-12-08,115.68,116.62,113.89,114.62,30619400
META,2022-12-09,114.59,116.82,113.17,115.19,26033400
META,2022-12-12,114.47,115.01,112.45,114.01,24747100
META,2022-12-13,121.38,122.54,117.91,119.41,44701100
META,2022-12-14,118.66,123.38,118.66,120.85,36922000
META,2022-12-15,117.61,117.9,113.31,115.44,34531000
META,2022-12-16,119.49,122.55,118.09,118.7,67064000
META,2022-12-19,116.11,117.08,113.63,113.78,29769900
META,2022-12-20,112.57,116.61,111.77,116.37,28742500
META,2022-12-21,115.98,119.6,114.91,119.03,20392800
META,2022-12-22,116.48,117.89,113.68,116.4,23618100
META,2022-12-23,115.32,117.46,114.83,117.32,17796600
META,2022-12-27,117.21,117.87,115.34,116.16,21392300
META,2022-12-28,115.54,117.43,114.8,114.91,19612500
META,2022-12-29,115.69,120.29,115.06,119.52,22366200
META,2022-12-30,117.44,119.68,117.02,119.6,19583800
META,2023-01-03,122.07,125.6,121.53,123.98,35528500
META,2023-01-04,126.6,128.26,125.08,126.59,32397100
META,2023-01-05,125.36,127.73,123.78,126.16,25447100
META,2023-01-06,128.18,129.53,125.27,129.22,27584500
META,2023-01-09,130.36,132.14,128.49,128.68,26649100
META,2023-01-10,126.49,132.62,126.37,132.18,28684400
META,2023-01-11,130.16,133.03,129.54,132.08,25423000
META,2023-01-12,132.62,136.84,130.95,135.87,30757700
META,2023-01-13,134.14,136.55,134.01,136.14,22423800
META,2023-01-17,135.35,135.91,133.43,134.53,21147600
META,2023-01-18,134.98,136.41,131.99,132.21,20215500
META,2023-01-19,131.68,136.61,131.33,135.32,28625200
META,2023-01-20,135.06,139.08,133.79,138.52,28688600
META,2023-01-23,138.44,142.88,137.81,142.39,27470100
